"","superkingdom","phylum","class","order","family","genus","species"
"2f38e26940047d2e9f3806e03982feaf","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"400e7a74a559c9e0413befcbf657c179","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"6c9a9290ecf9dc219f02d95e9b48ce99","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"683c275053e099898a508f49ec10a3f8","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"8c184737dd7803de13362efef1f7e00d","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"4028f77ea3408464a0f4843a061dbe33","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"9bb5d0ca6a3a3953b393b325c480c528","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"d748926f5f874ef8c85fefe953fe74f0","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"86ba3333d402d7cb8b94884ec642d1db","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"69313e9199d642624d7749d0e3f2d741","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"25add56d11982fbdb593cd3f998db93a","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"f267d12e523e96f08e529602f000c0fd","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"d3297e7393fd14cd653ed1da74fda4d6","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"c95b3dd3e0f1288604e8e4322823cbec","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"a479c6411cca9caede2c953a9bd6deed","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"04df833a59da122b4df17d6c28e3e4c9","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"365914cfd9a930ac74c58b46d5d5b7c7","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"8ff3188cc2e40899b2a8a906470e58b6","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"2181cddf513ef8fc833a4d6dc3097917","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"1e1ca4207368d9c4e67be5e1bf5e5d07","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"3acbad7401d1c5480b756488101aa17d","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"291d163611e4155b5e55dec9814be1ed","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"3c118812536b99ae73d2541f57cf5909","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"476db7f9291633f0d207907543c7b594","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"16e4a4f8a9590f8df34ad38b59e16b23","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"21eb6a39f3350e240dcd1fa803302c21","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"8f83955ee70878c7d91d75d15742aa9e","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"43b5a8ba0bc0ccfb6efd8ac328e50004","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"5cd1755d9c80f54a04b070b38bc0675f","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"ea54b7f5465068f4aa9468b08f62780b","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"adc79281edbd73e23e52a4c1d89e157a","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"3633420247ab0d7763d89baa877050aa","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"095d73ae03de3125052133a60fe7967d","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"42354bfa3cc37dcd0706c704b1794d6f","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"01fa79e0beedcacd32caafdc662a2332","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"7dc030a6f5a70189a15f0c230c8946a7","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"5af83bafb03a949f76ca82f5c5a07057","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"256968143072786c27321dc3b4af2716","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"b46d3180320baf9d5a55eb5d1a38e391","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"f8c10d429d3f12b601a87bb27ec1915f","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"f7159396b2e1117ef0e80b196788ba77","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"2215c2049bf6916cc1a74d0859eea4c0","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"9dab22d9992a7483a5252523d803fba1","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"fbf7cf9e13be1575d792f2e3cb5cf31b","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"848c546730c43a4a116329b9dd903fa7","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"f419e9db595d605613156cc82e8bd499","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"ef23846e3fb2f443ffe2e3b9b05a16a6","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"f5ab96c4523e6a0edbb77e5d79bf64fb","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"dde7b7331d1f4e22b741687cd58f3cff","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"bd27842b09250251e3897a17225798ca","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"e463326aca31f8aea1cb1b2137f216e2","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"db683f5bf23b3251fd2da79bab52e5a1","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"4ab251e2f85e83d52edaddc6580a729d","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"21d9b3a366fd0fc1b9e0078e51a90b28","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"61d174157c1674fd7da3da57ebfd9eb3","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"a89789c49ab862e8a3c236e2f24afe55","Eukaryota","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia friedmannii"
"6c8df2b221628c8fa1198d2332d5eb92","Eukaryota","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia friedmannii"
"a60393fbe3bf98cb92befe2e6dc2b894",NA,NA,NA,NA,NA,NA,NA
"ff6c88f3ea3d2400a28f03a6c1cc3c9b","Eukaryota","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium pullulans"
"d28ef355a7045d90042ed8aca014fd3d","Eukaryota","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium pullulans"
"2ca1cd9d9d4e8c8a5e75fc044a04b30d","Eukaryota","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Sistotrema","Sistotrema coroniferum"
"e2d04a7a5bf0fc592eb5c10f10424a30","Eukaryota","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes",NA
"03e69acb8b63c910a076ce30c032bf0d","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"30e03e82778067f6e0d87d8b690628dd","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"2ed15b0b6d502ef680f167525f880555","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"5f82c9775704f7ecd5c78e141a39c996","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"bc5773144a43af9875f1dcc64263e3f8","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"27283a73a72fb8e3fa3c93d77220ab3f","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"9ac5613aea5cdbe1e5867ce5e5c1354a","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"38b3293b86014b59bf0826532503efac","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"e002dc61cd9bbdb358fa6dd5d3192c09","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"83b9d7a396bac90c08985d9a037971e1","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"6e56b234397fca8a0f575b0581dffec9","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"efa8accd3762b821124c1500172483de","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"c09b6e7633873bab62a9d8bb0c67ab23","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"344133ac0d8dcb55d9ddd01649ebf5dd","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"b9c27f37048a104219fd87797bd0f001","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"be2f739eb16ec7f80f04f4bbf6d00de4","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"fee6e30445f961c6e7b1cedb0804e8a6","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"77252ef854afde7251aecee5ab0aed77","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"fd1a48dfaeb2bee5e67ef88ebb18e310","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"6a63af9ff5d36c7c07105f9054d80ed0","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"e5ae0478cec18d313075731e0a8b2e6e","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"8ddef07c10163817250425dc288de975","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"2f562e94155ceb49daf2f5a8156499ff","Eukaryota","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Hydnophlebia","Hydnophlebia crocata"
"bc671fa865cccab2ce82869435b0dce2","Eukaryota",NA,NA,NA,NA,NA,NA
"09e6c279dc4322e6b21a4b5574cbf4b8","Eukaryota",NA,NA,NA,NA,NA,NA
"addf3cce2723f3a6021d9054b0202124","Eukaryota",NA,"Bigyra","Thraustochytrida","Thraustochytriaceae","Aurantiochytrium","Aurantiochytrium sp."
"ce0a255f33bb40aa77cbdcfc86630d10","Eukaryota",NA,NA,NA,NA,NA,NA
"22906b6607b22719c0fcf9d73578e4ef","Eukaryota","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae",NA,NA
"940b3766c65a7c93c99b86e77144971b","Eukaryota","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glomus sp."
"ce2be763ec0857fd94081763f6898b2a","Eukaryota","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glomus sp."
"67f3af9a4766106a91d217e5eec0f1bc","Eukaryota","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glomus sp."
"1ff5e934b80a92d501298b6df7ecfacc","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Martensia",NA
"e0252b240c99c38ca1b80201aa2ec2f2","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Martensia",NA
"0208081de4cf16dfeb221753e9f370ca","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Martensia",NA
"ce57d7d1720f2c5530084f9f50a26961","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Martensia",NA
"a21de8c4be4e99906361725bad5beb71","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Martensia",NA
"e746d334d9be7a496aba1b8b019c9370","Eukaryota","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA
"e185cc2516659454f05a24f5b40ec7db",NA,NA,NA,NA,NA,NA,NA
"1e7bf933c36dcac04a2870d0d7b2e476",NA,NA,NA,NA,NA,NA,NA
"8b8569ef9ee89bc28a8dbcb246e3826d","Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Simplicillium","Simplicillium sp."
"c8afaed7fec90b25f08545e0319efba7","Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"7e49ca1faad953221ab7957cb923c03f","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"62285e24654e139ee8fc02b314a7ee7d",NA,NA,NA,NA,NA,NA,NA
"7b0d7cc6616a9b83c475f67e7e370d47","Eukaryota",NA,NA,NA,NA,NA,NA
"ce891c3c8b5c8a26ec0cd0d1d0516e1e",NA,NA,NA,NA,NA,NA,NA
"a4b6028f6a50e9fec789d9568b517901","Eukaryota",NA,NA,NA,NA,NA,NA
"22d26a534126c3b039cdc2f589e6f511","Eukaryota",NA,NA,NA,NA,NA,NA
"1f7b50b3ab194c32324536a126cfe744","Eukaryota",NA,NA,NA,NA,NA,NA
"c8436a3d5f0ac2fa442ef3a0ebeb4270","Eukaryota",NA,NA,NA,NA,NA,NA
"7643fc0f7e4a64a79a7c2a674e02364d","Eukaryota",NA,NA,NA,NA,NA,NA
"2436295f8d6e6c1f76efb730d2e0ed60","Eukaryota",NA,NA,NA,NA,NA,NA
"58ca62a5cb13655950736deec4e61a30","Eukaryota",NA,NA,NA,NA,NA,NA
"655341f5b1df1b065499d043ae12c840",NA,NA,NA,NA,NA,NA,NA
"618f9e0559d762411434e153a6e977ce",NA,NA,NA,NA,NA,NA,NA
"9719129a83c836ebbc360589d2430c92","Eukaryota",NA,NA,NA,NA,NA,NA
"692f6cf8f7473a911013a045a87915ab","Eukaryota",NA,NA,NA,NA,NA,NA
"69738ce33a94e922c520c9bf00430661","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"3506173fafa8131a2d63be3017a565af","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"87da1102c9bd6861f8499ff8aec89f25","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"511dbdca3443b2ef852738246e619045","Eukaryota","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"499ac05b44fe97cacdb360d01091e655","Eukaryota","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"cad95433c937c84f061775a7f2a559f6","Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"4255b98db4817526c43e9c040244b957",NA,NA,NA,NA,NA,NA,NA
"7b160d8decc6dda79fb087c06ab3fad4","Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"be16c8093770c4796b40321fc5d4ff05","Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"1344ac25e83f6d759cdeab83a41c75ef","Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"78e4cc0f02ba22835dd715469c9b218b","Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"d52aa758e07c8aedaacf03eb369d773d","Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"5b7af1ed9f311f481009136124c29740","Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"0fc9366398eb745d8495d9bb0143200c","Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"911cb4ce25557df3d851738cc11ba6f7","Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"8ae1ecf3158f7023c51cc2bd505dd908","Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"6f471e5a7fa3e4182424a4dbaca05502","Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"da87f63600d6391e2bd61d338374e251","Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"488bd553c9ec08020b48d99110a631fe","Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"1d8b69e769cd78d829488c98832711ec","Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"895c5219b06ddd4e2d059198f7305c8e","Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"11ead463ddb98c822402819ee3b1d701","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"0e4ac6d1fc9a59470009f377e3a7e6ee","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"914efd7de2c65208a7592a6d91fa1923","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"627ff2f9968303bc2a2d96d4f71f5bb5","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"a63b8a67073742488320821c5396f99e","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"9eb95e9f4b087df2ec03429883ed98d1","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"b422e256e9ae2f110e22fb42ce5feb08","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"e36164d919a7ff2c5562c2d8cbc55b8d","Eukaryota",NA,NA,NA,NA,NA,NA
"ca0942bd95e5e4283a29b5308cb1b98c","Eukaryota","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium madrasense"
"ac1c06ae3fa583b889d7cf4325ec77be","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"0399ee96ccd53009929410f814e943f6","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium chrysogenum"
"e6638bf454b82627d98fde0801c41253","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"13db7e77bb722f3a00d6596e8f78e1ad","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"141d818ea99704eb4cac0db1bceab55a","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"cba6dd6333341d9f088d86a5c3c17243","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"06491de44bfe7f8686539c9cbe1282fd","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"11775023314e1cda7c8e26b106300845","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"1801c9c4477cead67ba5d9c102a85875","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"e11a62dc766515851f64b7fef784d4ff","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"afde947f2a528a752559b2166f37027b","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"4f762e176d25f43845ded1ff52bd020e","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"c041972c4cec3c9959a082600a9fbced","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"5135c2d4e7a26015b2ca41e2d725e81d","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"3b083fba0673936e67da446eb8a4e886","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"d0f90016603df8565d4d166f82a6e35e","Eukaryota","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum hirsutum"
"4485a92e280f8059bdb9bc7466b9f4d2","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA
"c1be1b271d944083da28ddfb4b141834","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium cladosporioides"
"86dd880d7fcb7aa7fa7bbb7c25e8fb6d","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"d2092a726f67062d886c49cc1bb1e534","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"e088e98493c50c44f0873b32f3a6c591","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"3f84da334d8b1fb76489d0c81c426c61","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"2618823ba3cc629b89c858f2197ccf57","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"494cb364a30a080c024b6d542d14b314","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"c2d36b30ec73ce5b4237e8fdf9d4160f","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"f02aed9831fc3370bf2fd1ab471175f9","Eukaryota","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","Tausonia pullulans"
"d517e196705bb2155574e289fd85250f","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"760a049bb6193f8695d244b8886b7383","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"44e27198c2686bd7338f1e4468173c24","Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"5c21a15df0f208fbfc52ce2a73fdeb4e","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Pseudostrickeria","Pseudostrickeria rosae"
"bcd1b58b9baf5193191f1182014b8218","Eukaryota","Ascomycota","Lecanoromycetes","Teloschistales",NA,NA,"Teloschistales sp."
"628355e0f5c61700dba99503c5cbfe11","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Neocamarosporium","Neocamarosporium sp."
"c93f1211530d8cc70a37887b34360999",NA,NA,NA,NA,NA,NA,NA
"4f423df427297e35ad766201720452d7","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA
"44da4d378f34e48b043f879f704d17a8","Eukaryota",NA,NA,NA,NA,NA,NA
"fbaad56edbd39e29251d937d54fef4dc","Eukaryota",NA,NA,NA,NA,NA,NA
"4d7423386493b77524546acdbd35f53a",NA,NA,NA,NA,NA,NA,NA
"a65359c41acaed9a2447e25e4aeb8a88","Eukaryota",NA,NA,NA,NA,NA,NA
"e8019246f381dc0ff5673902868acde7","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA
"64cfb396a061acdb3e87f8e58e1587e9",NA,NA,NA,NA,NA,NA,NA
"350a5d0450ff8da73271e91ce453ce9b","Eukaryota",NA,NA,NA,NA,NA,NA
"a74eb73e0299295d09426262480ffd02","Eukaryota",NA,NA,NA,NA,NA,NA
"47bd4d9deed5c74513c41b86ae669a31","Eukaryota",NA,NA,NA,NA,NA,NA
"ae81164e62a60683f8f21176b4ecb4a1","Eukaryota",NA,NA,NA,NA,NA,NA
"8ddc9e15035085792468b8102b4ed74d","Eukaryota",NA,NA,NA,NA,NA,NA
"67c9386aa3fbefde2e8b7680f413247f","Eukaryota",NA,NA,NA,NA,NA,NA
"4bce8ff5bc3a552c2ed6b7e538deba83","Eukaryota",NA,NA,NA,NA,NA,NA
"e7b715457cfef43412fb20bc1c236aae","Eukaryota",NA,NA,NA,NA,NA,NA
"bfc7fcf52d06eae55cb876e1b8dbf789","Eukaryota",NA,NA,NA,NA,NA,NA
"d138723c7474865b689a5dc62cc5c724","Eukaryota",NA,NA,NA,NA,NA,NA
